file,bbox
101801.jpg,"(341, 463, 375, 496)"
101802.jpg,"(268, 348, 309, 420)"
101803.jpg,"(97, 408, 150, 456)"
101804.jpg,"(167, 166, 212, 228)"
101805.jpg,"(126, 302, 174, 362)"
101806.jpg,"(255, 329, 311, 360)"
101807.jpg,"(206, 276, 274, 393)"
101808.jpg,"(165, 339, 267, 421)"
101809.jpg,"(154, 206, 239, 372)"
101810.jpg,"(138, 270, 299, 360)"
101812.jpg,"(115, 330, 138, 353)"
101812.jpg,"(159, 233, 220, 282)"
101812.jpg,"(318, 565, 336, 585)"
101813.jpg,"(172, 364, 224, 420)"
101814.jpg,"(177, 322, 240, 407)"
101815.jpg,"(172, 315, 239, 363)"
101816.jpg,"(172, 351, 265, 433)"
101816.jpg,"(237, 239, 265, 268)"
101817.jpg,"(213, 289, 273, 362)"
101818.jpg,"(186, 232, 249, 291)"
101818.jpg,"(199, 317, 277, 405)"
101819.jpg,"(137, 277, 169, 327)"
101819.jpg,"(413, 149, 444, 179)"
101820.jpg,"(115, 331, 129, 368)"
101820.jpg,"(119, 353, 235, 456)"
101821.jpg,"(172, 260, 265, 350)"
101822.jpg,"(156, 275, 280, 436)"
101823.jpg,"(53, 333, 104, 427)"
101823.jpg,"(102, 331, 247, 503)"
101823.jpg,"(112, 290, 129, 315)"
101824.jpg,"(260, 237, 305, 286)"
101824.jpg,"(285, 296, 375, 386)"
101825.jpg,"(180, 195, 247, 292)"
101825.jpg,"(278, 199, 297, 211)"
101826.jpg,"(241, 158, 336, 313)"
101826.jpg,"(348, 239, 367, 271)"
101826.jpg,"(408, 521, 442, 585)"
101827.jpg,"(132, 345, 293, 447)"
101827.jpg,"(299, 375, 337, 412)"
101828.jpg,"(123, 87, 185, 140)"
101828.jpg,"(182, 562, 194, 580)"
101829.jpg,"(174, 221, 236, 300)"
101830.jpg,"(112, 366, 250, 487)"
101831.jpg,"(236, 385, 315, 499)"
101832.jpg,"(237, 272, 282, 375)"
101833.jpg,"(134, 278, 282, 394)"
101834.jpg,"(118, 336, 219, 411)"
101835.jpg,"(147, 312, 288, 408)"
101836.jpg,"(202, 270, 267, 361)"
101837.jpg,"(178, 257, 240, 362)"
101838.jpg,"(160, 222, 216, 280)"
101839.jpg,"(43, 291, 56, 307)"
101839.jpg,"(68, 368, 118, 409)"
101839.jpg,"(127, 379, 217, 443)"
101839.jpg,"(286, 154, 331, 208)"
101840.jpg,"(239, 296, 275, 361)"
101841.jpg,"(112, 281, 233, 495)"
101841.jpg,"(282, 129, 311, 174)"
101841.jpg,"(321, 60, 335, 81)"
101843.jpg,"(141, 238, 166, 304)"
101843.jpg,"(172, 319, 199, 356)"
101844.jpg,"(193, 217, 257, 318)"
101845.jpg,"(238, 428, 290, 501)"
101845.jpg,"(249, 328, 286, 354)"
101845.jpg,"(293, 291, 369, 412)"
101846.jpg,"(146, 287, 225, 376)"
101847.jpg,"(270, 190, 304, 238)"
101847.jpg,"(351, 89, 399, 136)"
101848.jpg,"(71, 242, 162, 324)"
101849.jpg,"(138, 241, 368, 384)"
101850.jpg,"(168, 273, 273, 362)"
101851.jpg,"(40, 247, 56, 259)"
101851.jpg,"(171, 208, 282, 329)"
101851.jpg,"(317, 53, 369, 81)"
101852.jpg,"(235, 212, 367, 321)"
101852.jpg,"(243, 150, 288, 173)"
101852.jpg,"(286, 36, 342, 88)"
101853.jpg,"(108, 283, 130, 311)"
101853.jpg,"(185, 263, 283, 326)"
101854.jpg,"(106, 207, 259, 367)"
101855.jpg,"(207, 270, 315, 356)"
101856.jpg,"(170, 320, 286, 425)"
101858.jpg,"(146, 244, 164, 304)"
101858.jpg,"(165, 312, 261, 423)"
101859.jpg,"(89, 255, 203, 359)"
101860.jpg,"(73, 279, 209, 366)"
101861.jpg,"(185, 322, 247, 367)"
101862.jpg,"(203, 278, 298, 346)"
101863.jpg,"(124, 273, 206, 330)"
101864.jpg,"(210, 294, 268, 363)"
101865.jpg,"(160, 146, 305, 404)"
101865.jpg,"(178, 52, 207, 81)"
101866.jpg,"(163, 329, 276, 435)"
101867.jpg,"(184, 297, 251, 361)"
101867.jpg,"(194, 235, 244, 296)"
101868.jpg,"(179, 237, 242, 347)"
101869.jpg,"(166, 176, 219, 330)"
101869.jpg,"(229, 82, 328, 360)"
101870.jpg,"(172, 278, 240, 385)"
101871.jpg,"(139, 233, 241, 370)"
101872.jpg,"(109, 447, 134, 493)"
101872.jpg,"(154, 347, 215, 406)"
101872.jpg,"(173, 273, 271, 340)"
101873.jpg,"(166, 245, 309, 328)"
101873.jpg,"(296, 188, 338, 227)"
101874.jpg,"(170, 314, 204, 374)"
101875.jpg,"(103, 287, 296, 487)"
101875.jpg,"(426, 567, 442, 577)"
101876.jpg,"(137, 234, 273, 371)"
101877.jpg,"(127, 267, 213, 338)"
101877.jpg,"(237, 331, 267, 355)"
101878.jpg,"(187, 227, 335, 441)"
101879.jpg,"(416, 416, 442, 453)"
101880.jpg,"(208, 274, 298, 380)"
101881.jpg,"(46, 335, 74, 348)"
101881.jpg,"(150, 279, 262, 362)"
101882.jpg,"(172, 226, 297, 325)"
101883.jpg,"(184, 272, 273, 467)"
101884.jpg,"(163, 267, 266, 363)"
101885.jpg,"(191, 194, 278, 365)"
101886.jpg,"(159, 310, 228, 385)"
101887.jpg,"(219, 280, 274, 386)"
101888.jpg,"(139, 279, 180, 335)"
101889.jpg,"(213, 209, 309, 305)"
101890.jpg,"(75, 283, 267, 483)"
101891.jpg,"(203, 292, 255, 365)"
101892.jpg,"(208, 281, 274, 355)"
101893.jpg,"(293, 259, 361, 348)"
101893.jpg,"(298, 189, 356, 246)"
101895.jpg,"(79, 290, 90, 329)"
101895.jpg,"(103, 408, 132, 448)"
101896.jpg,"(182, 336, 288, 453)"
101896.jpg,"(199, 231, 294, 349)"
101897.jpg,"(171, 272, 222, 322)"
101898.jpg,"(211, 135, 270, 227)"
101898.jpg,"(220, 293, 230, 329)"
101899.jpg,"(202, 273, 279, 358)"
101900.jpg,"(231, 397, 285, 460)"
101900.jpg,"(238, 183, 309, 307)"
101900.jpg,"(271, 307, 304, 362)"
101901.jpg,"(176, 334, 273, 445)"
101902.jpg,"(210, 188, 238, 227)"
101902.jpg,"(274, 137, 312, 195)"
101903.jpg,"(170, 322, 275, 401)"
101904.jpg,"(204, 276, 262, 352)"
101905.jpg,"(31, 383, 60, 452)"
101905.jpg,"(164, 235, 270, 367)"
101906.jpg,"(131, 276, 237, 325)"
101906.jpg,"(166, 381, 204, 434)"
101906.jpg,"(270, 174, 351, 236)"
101906.jpg,"(284, 292, 296, 309)"
101907.jpg,"(188, 162, 239, 229)"
101908.jpg,"(171, 306, 256, 369)"
101909.jpg,"(220, 264, 290, 377)"
101910.jpg,"(139, 272, 223, 460)"
101911.jpg,"(171, 312, 206, 362)"
101912.jpg,"(73, 244, 249, 358)"
101912.jpg,"(284, 200, 298, 213)"
101913.jpg,"(28, 323, 68, 415)"
101913.jpg,"(217, 287, 245, 364)"
101914.jpg,"(248, 314, 311, 369)"
101914.jpg,"(280, 137, 302, 174)"
101915.jpg,"(171, 166, 232, 257)"
101916.jpg,"(132, 275, 265, 419)"
101917.jpg,"(193, 343, 285, 488)"
101918.jpg,"(69, 476, 173, 566)"
101918.jpg,"(271, 54, 302, 79)"
101918.jpg,"(311, 375, 335, 401)"
101919.jpg,"(205, 308, 244, 365)"
101920.jpg,"(387, 563, 408, 587)"
101921.jpg,"(45, 382, 67, 397)"
101921.jpg,"(213, 376, 249, 394)"
101922.jpg,"(184, 188, 275, 260)"
101922.jpg,"(208, 291, 276, 457)"
101922.jpg,"(384, 371, 403, 407)"
101923.jpg,"(217, 213, 278, 307)"
101924.jpg,"(258, 350, 312, 454)"
101925.jpg,"(173, 262, 305, 415)"
101926.jpg,"(238, 178, 320, 297)"
101927.jpg,"(168, 293, 264, 427)"
101928.jpg,"(238, 312, 315, 389)"
101929.jpg,"(134, 273, 228, 409)"
101929.jpg,"(346, 143, 374, 178)"
101930.jpg,"(207, 277, 248, 322)"
101931.jpg,"(168, 239, 280, 358)"
101932.jpg,"(44, 334, 60, 364)"
101932.jpg,"(400, 284, 455, 410)"
101934.jpg,"(156, 352, 267, 511)"
101934.jpg,"(202, 265, 264, 336)"
101935.jpg,"(198, 273, 290, 368)"
101937.jpg,"(146, 293, 170, 352)"
101938.jpg,"(140, 315, 216, 417)"
101938.jpg,"(216, 517, 233, 538)"
101938.jpg,"(417, 559, 439, 593)"
101939.jpg,"(165, 232, 240, 316)"
101940.jpg,"(161, 323, 206, 363)"
101942.jpg,"(190, 281, 298, 365)"
101943.jpg,"(179, 317, 273, 401)"
101944.jpg,"(153, 285, 199, 352)"
101945.jpg,"(236, 268, 305, 319)"
101947.jpg,"(106, 276, 172, 328)"
101947.jpg,"(210, 194, 230, 217)"
101948.jpg,"(234, 273, 277, 357)"
101949.jpg,"(173, 272, 282, 374)"
101950.jpg,"(16, 244, 60, 264)"
101950.jpg,"(44, 518, 58, 532)"
101950.jpg,"(125, 287, 178, 352)"
101950.jpg,"(241, 311, 339, 363)"
101951.jpg,"(236, 241, 327, 328)"
101952.jpg,"(169, 348, 237, 410)"
101953.jpg,"(146, 155, 162, 212)"
101953.jpg,"(147, 274, 204, 323)"
101953.jpg,"(204, 324, 270, 464)"
101953.jpg,"(236, 225, 336, 328)"
101954.jpg,"(108, 272, 182, 326)"
101954.jpg,"(171, 306, 266, 450)"
101954.jpg,"(282, 150, 299, 169)"
101955.jpg,"(151, 266, 255, 357)"
101956.jpg,"(172, 141, 217, 189)"
101956.jpg,"(201, 224, 288, 372)"
101956.jpg,"(217, 91, 227, 135)"
101956.jpg,"(282, 419, 300, 442)"
101957.jpg,"(176, 239, 296, 381)"
101958.jpg,"(173, 189, 297, 302)"
101959.jpg,"(165, 271, 264, 392)"
101960.jpg,"(178, 370, 233, 454)"
101960.jpg,"(207, 184, 242, 255)"
101960.jpg,"(323, 243, 366, 299)"
101961.jpg,"(185, 362, 271, 434)"
101961.jpg,"(215, 285, 234, 320)"
101962.jpg,"(166, 223, 280, 322)"
101962.jpg,"(174, 367, 205, 399)"
101963.jpg,"(174, 301, 248, 369)"
101964.jpg,"(164, 277, 214, 326)"
101965.jpg,"(168, 206, 302, 370)"
101966.jpg,"(92, 261, 181, 350)"
101967.jpg,"(175, 272, 221, 339)"
101967.jpg,"(225, 327, 268, 356)"
101968.jpg,"(107, 240, 152, 321)"
101969.jpg,"(157, 297, 243, 397)"
101970.jpg,"(136, 315, 182, 376)"
101971.jpg,"(204, 230, 269, 290)"
101971.jpg,"(306, 24, 346, 114)"
101972.jpg,"(170, 314, 265, 413)"
101973.jpg,"(235, 316, 290, 372)"
101974.jpg,"(171, 191, 284, 301)"
101974.jpg,"(225, 287, 320, 370)"
101974.jpg,"(268, 98, 341, 218)"
101975.jpg,"(197, 319, 263, 370)"
101976.jpg,"(178, 319, 303, 455)"
101976.jpg,"(422, 200, 450, 216)"
101977.jpg,"(198, 344, 308, 440)"
101978.jpg,"(203, 269, 292, 325)"
101979.jpg,"(183, 382, 228, 401)"
101979.jpg,"(232, 444, 311, 499)"
101979.jpg,"(276, 375, 304, 412)"
101980.jpg,"(228, 301, 329, 375)"
101981.jpg,"(202, 308, 255, 389)"
101982.jpg,"(139, 263, 239, 350)"
101983.jpg,"(113, 518, 127, 536)"
101983.jpg,"(164, 198, 212, 288)"
101983.jpg,"(386, 280, 447, 389)"
101984.jpg,"(170, 233, 248, 373)"
101985.jpg,"(142, 282, 241, 375)"
101986.jpg,"(110, 196, 129, 219)"
101986.jpg,"(160, 256, 237, 320)"
101987.jpg,"(105, 179, 138, 233)"
101987.jpg,"(144, 240, 239, 308)"
101988.jpg,"(136, 302, 222, 377)"
101989.jpg,"(141, 276, 207, 359)"
101990.jpg,"(164, 185, 299, 351)"
101991.jpg,"(128, 314, 170, 368)"
101992.jpg,"(70, 194, 270, 341)"
101993.jpg,"(120, 226, 269, 363)"
101994.jpg,"(199, 369, 270, 411)"
101995.jpg,"(104, 52, 146, 99)"
101995.jpg,"(108, 284, 135, 360)"
101995.jpg,"(210, 139, 241, 253)"
101996.jpg,"(109, 329, 133, 353)"
101996.jpg,"(253, 376, 302, 393)"
101996.jpg,"(362, 354, 411, 412)"
101997.jpg,"(175, 410, 232, 456)"
101998.jpg,"(239, 137, 272, 195)"
101998.jpg,"(317, 380, 334, 399)"
101999.jpg,"(316, 48, 331, 77)"
102000.jpg,"(141, 192, 216, 275)"
